4,2,What is your gender?,,Male^Female,X,,,,,
6,77,What year were you born?,,1935 or before^1936^1937^1938^1939^1940^1941^1942^1943^1944^1945^1946^1947^1948^1949^1950^1951^1952^1953^1954^1955^1956^1957^1958^1959^1960^1961^1962^1963^1964^1965^1966^1967^1968^1969^1970^1971^1972^1973^1974^1975^1976^1977^1978^1979^1980^1981^1982^1983^1984^1985^1986^1987^1988^1989^1990^1991^1992^1993^1994^1995^1996^1997^1998^1999^2000^2001^2002^2003^2004^2005^2006^2007^2008^2009^2010^2011,S,,,,,
402,5,Generation,,Gen Z^Millennials^Gen X^Boomers^Seniors,S,,,,,
7,2,"Do you plan to celebrate any of the winter holidays (Christmas, Chanukah/Hanukkah, Kwanzaa) this year?",,Yes^No,S,,,,,
8,3,Which winter holidays will you celebrate? (Check all that apply),,Christmas^Chanukah/Hanukkah^Kwanzaa,M,,,,7,1
9,16,How much do you plan to spend on the following items this year for the holidays? (in dollars) Gifts for family,,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,,
10,16,Gifts for friends,,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,,
11,16,Gifts for co-workers,,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,,
12,16,"Other gifts (such as babysitters, postal workers, pets, etc.)",,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,,
13,14,"Decorations (such as a Christmas tree, lights, candles, welcome mats, etc.)",,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501 or more,S,,,,,
14,14,Greeting cards and postage,,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501 or more,S,,,,,
15,14,Candy and food,,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501 or more,S,,,,,
16,14,"Flowers like poinsettias, potted plants, etc.",,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501 or more,S,,,,,
17,14,Where do you plan to purchase holiday items this year? (Check all that apply),,Discount store^Department store^Clothing or Accessories store^Electronics store^Other Specialty store^Local/Small business^Crafts or fabrics store^Drug store^Grocery store/supermarket^Online^Catalog^Thrift stores/Resale shops^Outlet stores^Other (please specify),M,,,,7,1
18,6,Do you plan to take advantage of any of the following shipping services when shopping online for the holiday season this year? (Check all that apply),,"Buy online, pick-up in store / Ship to store^Expedited shipping^Free shipping^Reserve online^Same-day delivery^Other (please specify)",M,,,,17,10
19,13,Which of the following are the most important factors in your decision to shop a particular retailer during the holiday season? (Check all that apply),,"Helpful, knowledgeable customer service^Quality of merchandise^Selection of merchandise^Sales or price discounts^Convenient location^Every-day low prices^No hassle return policy^Free shipping/shipping promotions^Easy-to-use website or mobile site^Layaway services^Sustainability considerations or initiatives^Other (please specify)",M,,,,7,1
20,9,Which types of holiday decorations do you plan to purchase this year? (Check all that apply),,"Christmas tree^Tree decorations (i.e., ornament, tree topper, tree skirt, etc.)^Candles and candelabras^Lights (i.e., string lights, icicle lights, etc.)^Large lawn displays (i.e., inflatables, animatronics, etc.)^Mid-sized lawn displays (i.e., statuettes and sculptures)^Indoor dÈcor (i.e., figurines, garland, stockings, window clings)^Door decorations (i.e., wreaths, doormats)^Themed homeware (i.e., towels, plates, pillows)",M,,,,13,"2,3,4,5,6,7,8,9,10,11,12,13,14"
21,6,When do you start shopping for the holiday season?,,Before September^September^October^November^First 2 weeks of December^Last 2 weeks of December,S,,,,,
22,13,Why do you begin shopping for the holiday season in October or prior? (Check all that apply),,"To spread out my gift shopping budget^Prices/promotions are too good to pass up^To avoid traditional crowds associated with shopping in November and December^I don't want to miss out on desired items (specific gifts, ornaments, decorations, wrapping paper, etc.)^Habit^I tend to shop for the holiday season year-round^To avoid the stress of last-minute shopping^Shopping early gives me more time to really enjoy/celebrate the holiday season^I am using layaway services available now^It's my favorite time of year^I like to get in the holiday spirit^It's an escape from everyday stressors^Other (please specify)",M,,,,21,"1,2,3"
23,7,Why are you planning to wait to start shopping for the winter holidays until November or December?,,It's when I find the best prices/promotions^It's when the best holiday items are available^It's tradition/when I always shop^It's when I figure out what I am going to buy^I can't afford to start shopping earlier^I don't know what I will need to buy before November or December^Other (please specify),M,,,,21,"4,5,6"
24,3,Are you starting your holiday shopping earlier this year compared to last year specifically because you are concerned that prices will go up later in the season due to tariffs?,,Yes^No^Unsure,S,,,,,
25,4,When do you plan to finish shopping for the winter holidays?,,September or earlier^October^November^December,S,,,,,
26,3,What are your spending plans for the upcoming holiday shopping season?,,Plan to spend more than last year^Plan to spend the same as last year^Plan to spend less than last year,S,,,,,
27,3,Are you expecting to spend more specifically because of higher prices due to tariffs?,,Yes^No^Unsure,S,,,,26,1
28,4,"How much do you agree or disagree with the following statement: ""I expect prices will be higher this year for gifts and other holiday items specifically because of tariffs.""ù",,Strongly agree^Somewhat agree^Somewhat disagree^Strongly disagree,S,,,,,
29,4,Do you anticipate experiencing difficulty finding gifts or other winter holiday items either online or in-store?,,"Yes, in-store^Yes, online^Yes, in-store and online^No, I don't anticipate any difficulty finding gifts or other winter holiday items",S,,,,,
30,5,Do you expect to see higher prices when shopping for holiday gifts and items?,,"Yes, much higher^Yes, somewhat higher^The same^No, somewhat less^No, much less",S,,,,,
31,9,"Which of the following, if any, are you doing to cover the cost of holiday gifts and items this year? (Check all that apply)",,"Borrowing money or going into debt^Using Buy Now, Pay Later^Taking out additional credit cards^Cutting back in other areas^Working overtime or taking on additional hours^Buying gifts for fewer people^Waiting until Thanksgiving weekend (Black Friday/Cyber Monday) sales to do most of your holiday shopping^Purchasing fewer items for myself^None of the above",M,,,,7,1
32,5,Who do you buy holiday gifts for first?,,Gifts for family^Gifts for friends^Gifts for coworkers^Gifts for myself^Other (please specify),S,,,,,
33,3,Which of the following best describes your holiday gift shopping strategy?,,"I prioritize getting all my gifts for my immediate family first, before buying gifts for others^I buy gifts for people as I see them or as they go on sale regardless of whether they are high on my priority list or not^My strategy for gift-giving is event-based - I will buy gifts depending on when I see someone regardless of who they are",S,,,,,
34,4,How likely are you to wait until Thanksgiving weekend (Black Friday/Cyber Monday) sales to do most of your holiday shopping?,,Very likely^Somewhat likely^Somewhat unlikely^Not likely at all,S,,,,,
35,5,Are sales and promotions more or less important to you when buying gifts and other items this holiday season compared to last?,,Significantly more^Somewhat more^The same^Somewhat less^Significantly less,S,,,,,
36,5,"Based on your present situation and feelings toward the economy, which of the following best describes your plans for the December Holiday Season? (Choose only one)",,I plan on spending more for gifts than last year.^I plan on spending the same for gifts as last year.^I plan on spending less for gifts than last year.^It's too early for me to know.^I don't celebrate the holiday season.,S,,,,,
37,3,"Do you plan to take advantage of sales or price discounts during the holiday season to make additional, NON-GIFT purchases for yourself or your family?",,Yes^No^Don't know,S,,,,,
38,16,"If yes, how much do you anticipate that you will spend on these purchases? (in dollars)",,$0^$1-$10^$11-$20^$21-$30^$31-$40^$41-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,37,1
39,10,What types of gifts would you like to receive this holiday season? (Check all that apply),,"Clothing or clothing accessories^Books, CDs, DVDs, videos or video games^Consumer electronics or computer-related accessories^Sporting goods or leisure items^Home dÈcor or home-related furnishings^Home improvement items or tools^Jewelry or precious metal accessories^Gift cards / gift certificates^Personal care or beauty items^Other (please specify)",M,,,,7,1
40,3,"Are you planning to give any gifts of experience this year? A gift of experience could be tickets to a concert or sporting event, hot air balloon ride, gym membership, spa service, art/learning classes, etc.",,Yes^No^Unsure,S,,,,,
41,7,What percentage of your holiday shopping do you plan to do online?,,None (0%)^1% to 10%^11% to 25%^26% to 50%^51% to 75%^76% to 99%^100%,S,,,,,
42,2,Will the state of the U.S. economy affect your spending plans for the holidays?,,Yes^No,S,,,,,
43,14,How will it affect your spending plans? (Check all that apply),,"Spending less overall^Comparative shopping online more often^Comparative shopping with newspapers/circulars more often^Comparative shopping using my mobile phone more often^Using coupons more often^Shopping for sales more often^Using layaway^Making more gifts for family and friends^Traveling less or not at all^Buying more practical gifts or necessities as gifts^Using last year's decorations with no plans to buy new ones^Purchasing a joint gift for children, parents, or couples instead of buying individual gifts^Using Buy Now, Pay Later payment option^Other (please specify)",M,,,,42,1
44,4,"How likely are you to use retailers' October holiday sale events like Amazon Prime Big Deal Days, Target Circle Week, and others to pick up holiday gifts, dÈcor, and other seasonal items?",,Very likely^Somewhat likely^Somewhat unlikely^Not likely at all,S,,,,,
45,3,How do you expect the October holiday sales to compare to deals later in the season?,,Better^The Same^Worse,S,,,,,
46,11,"Which of the following would you consider buying ""gently used,""ù""secondhand,"" or ""refurbished"" to give as a gift this holiday season? (Check all that apply)",,"Clothing or clothing accessories^Books, CDs, DVDs, videos, or video games^Consumer electronics or computer-related accessories^Sporting goods or leisure items^Home  dÈcor or home-related furnishings^Home improvement items or tools^Jewelry or precious metal accessories^Personal care or beauty items^Toys^Other^None of the above",M,,,,7,1
47,1,"Other, please specify:",,,F,,,,46,10
48,11,"Which of the following would you consider buying ""gently used,""  ""secondhand,"" or ""refurbished"" for as a gift to yourself this holiday season? (Check all that apply)",,"Clothing or clothing accessories^Books, CDs, DVDs, videos, or video games^Consumer electronics or computer-related accessories^Sporting goods or leisure items^Home  dÈcor or home-related furnishings^Home improvement items or tools^Jewelry or precious metal accessories^Personal care or beauty items^Toys^Other^None of the above",M,,,,7,1
49,1,"Other, please specify:",,,F,,,,48,10
50,7,"What are the primary reasons you would consider buying ""gently used,""  ""secondhand,"" or ""refurbished"" products as gifts this holiday season? (Check all that apply)",,Save money^Be more sustainable^Greater value^Afford higher-end or luxury brands^Find one-of-a-kind items^Other^None of the above,M,,,,7,1
51,1,"Other, please specify:",,,F,,,,50,6
52,26,Please tell us which of the following media influences your purchases of holiday gifts. (Please check all that apply),,"Direct Mail^Email Advertising^Coupons^Magazines^Newspaper^Advertising Inserts^Internet^Yellow Pages^Outdoor Billboards^Radio^Satellite Radio (XM-Sirius)^Web Radio^TV/Broadcast (e.g. ABC, CBS, NBC, FOX, etc.)^Cable (e.g. CNN, Lifetime, USA, TNT, etc.)^Word of Mouth^Read Article on Product^Instore Promotion^Video on Mobile Device* or Computer^Text Messaging on Mobile Device*^Product Reviews^Celebrity Blogger/Influencer^Non-Celebrity Blogger/Influencer^Online Video Game Advertising^Social Media (Facebook, X, Instagram, Pinterest, TikTok, etc.)^Mobile Websites and Apps (Smartphone, Tablet)^Product Placement**",M,,,,7,1
53,4,"In the past 30 days, how have you shopped for the following products? (Check all that apply)  Apparel & Accessories",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
54,4,Shoes,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
55,4,Electronics,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
56,4,Home DÈcor/Linens & Bedding,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
57,4,Sporting Goods/Exercise Equipment,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
58,4,Home Improvement/Lawn & Garden Supplies,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
59,4,Children's Toys,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
60,4,Health & Beauty Aids,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
61,4,Groceries,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
62,4,"Household Supplies (e.g. cleaning, laundry, paper products, etc.)",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
63,4,Prescription Drugs/Refills,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
64,4,Appliances,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
65,4,Furniture,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
66,6,"In the past 30 days, have you interacted with a bank/financial institution in any of the following ways? (Check all that apply)",,"In a physical location (bank, brokerage office, etc.)^At an ATM^Online site (via desktop/laptop)^Mobile app (via smartphone/tablet)^Mobile site (via smartphone/tablet)^Have not interacted with a bank/financial institution in the past 30 days",M,,,,,
67,4,"In the past 30 days, have you done any of the following? (Check all that apply)",,"Fast Food Drive Thru^Carry Out/Pick Up at a Full Service Restaurant^Food delivered by a delivery service (e.g. Door Dash, Uber Eats, etc.)^Food delivered by the restaurant itself",M,,,,,
68,2,"When buying clothes, familiar labels are important to me.",,Yes^No,S,,,,,
69,3,Check the statement that best applies to your feelings about fashion: (Check only one),,Newest trends and styles are important to me^I prefer a traditional conservative look^Fashion is less important than value and comfort to me,S,,,,,
70,3,Which one of the following best describes your shopping strategy for clothing? (Check only one),,Sales are not important to me when buying clothing^I usually buy clothing when it's on sale^I only buy clothing when it's on sale,S,,,,,
71,5,"How do you feel†about the following statement? ""My philosophy of spending is 'Live for today†because tomorrow is so uncertain.'''",,Strongly Agree^Agree^Uncertain^Disagree^Strongly Disagree,S,,,,,
72,3,"When you buy gifts for others, How often to you buy brands for others that you don't buy yourself?",,Regularly^Occasionally^Never,S,,,,,
73,19,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Armani^Balenciaga^Burberry^Calvin Klein^Canada Goose^Chanel^Coach^Dior^Gucci^Kate Spade^Louis Vuitton^Michael Kors^Prada^Ralph Lauren^Tommy Hilfiger^UGG^Versace^Other^None of the Above,M,,,,,
74,1,"Other, please specify:",,,F,,,,73,18
75,24,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Adidas^Athleta^Carter's^Crocs^Columbia Sportswear^Hanes^Lee Jeans^Levi's Jeans^Lululemon^Merrell^Nike^Pink^Saucony^Skechers^Sperry^Steve Madden^Timberland^The North Face^Vans^Victoria's Secret^Under Armour^Wrangler Jeans^Other^None of the Above,M,,,,,
76,1,"Other, please specify:",,,F,,,,75,23
77,1,Women's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
78,1,Men's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
79,1,Children's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
80,35,"Regarding the store you shop at most often for Children's Clothing, what are the reasons why you buy your Children's Clothing there? (Check all that apply)",,"Price^Selection^Location^Quality^Service^Advertising^Promotions (sales, coupons, etc.)^Fashion ideas^Good selection of brands^Good selection of sizes^Good selection of styles^Newest styles^Newest fabrics^Knowledgeable salespeople^Store appearance^Store layout^In-store experience^Store credit card^Store loyalty card^Trustworthy retailer^Offers buy online, pick up in store service^Easy to navigate website/mobile site^Secure website/mobile site^Convenience of website/mobile site^No hassle return policy^Free delivery^One or two day delivery^Same day delivery^Safe environment^Environmentally responsible^Ethical business practices^Socially responsible business^Recommended by friend or relative^Easy to shop from my mobile device^Other (please specify)",M,,,,,
81,11,How likely is it that you would recommend this store for Children's Clothing to a friend or colleague?,,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S,,,,,
82,25,Approximately how many years have you shopped most often at this store for your Children's Clothing?,,1 year^2 years^3 years^4 years^5 years^6 years^7 years^8 years^9 years^10 years^11 years^12 years^13 years^14 years^15 years^16 years^17 years^18 years^19 years^20 years^21 years^22 years^23 years^24 years^25 or more years,S,,,,,
83,1,What store did you previously shop at most often for Children's Clothing? [write-in],,,R,20,50,A,82,1
84,32,What were the reasons for switching stores? (Check all that apply),,"Brands not available^Decline of store appearance^Did not have newest fashions^Difficult to park^High prices^No promotions (sales, coupons, etc.)^Inconvenient location^Long lines for checkout and/or dressing rooms^In-store experience^Poor customer service^Poor quality^Poor selection^Return policy^Right sizes never available^Salespeople not knowledgeable^Saw advertising for a competitor^Retailer not trustworthy^No buy online, pick up in store service^Confusing/difficult return policy^No store credit card^No store loyalty card^Poor website/mobile site^No Free delivery^No one or two day delivery^No same day delivery^Not a safe environment^Not a environmentally responsible business^Unethical business practices^Not a socially responsible business^Not recommended by friend or relative^Not easy to shop from my mobile device^Other (please specify)",M,,,,82,1
85,3,"When shopping at this store, how often are you unable to find the specific product you went there to purchase?",,Regulary^Occasionally^Never,S,,,,,
86,6,What do you do when you can't find the product? (Check all that apply):,,Go to another location of the same retailer^Go to another retail store^Buy it online^Ask a store employee^Ask a store manager^Other (please specify),M,,,,85,"1,2"
87,1,Please fill in the name of the store you shop at second most often for Children's Clothing: [write-in],,,R,20,50,A,,
88,25,Have you shopped for Children's Clothing at any of the following stores in the last 90 days? (Check all that apply),,Amazon.com^Babies R Us^Burlington^Belk^Carter's^Dillard's^Gap^Goodwill^Gymboree^JC Penney^Kmart^Kohl's^Macy's^Marshalls^Old Navy^Ross^Sears^SHEIN^Target^Temu^The Children's Place^TJ Maxx^Walmart^Other^Have not shopped for Children's Clothing in the last 90 days,M,,,,,
89,1,"Other, please specify:",,,F,,,,88,24
90,9,"In an average month, approximately how much do you spend on Children's Clothing?",,$0^$1 - $10^$11 -$25^$26 - $50^$51 - $75^$76 - $100^$101 - $200^$201 - $300^$301 or more,S,AVG,0^5.5^18^38^63^88^150.5^250.5^350.5,,,
91,7,Approximately what percentage of your Children's Clothing purchases do you make ONLINE?,,0% - Do not make these purchases online^1% to 10%^11% to 25%^26% to 50%^51% to 75%^76% to 99%^100%,S,,,,,
92,1,Where do you buy your Children's Clothing purchases ONLINE most often? [write-in],,,B,20,50,,91,"2,3,4,5,6,7"
93,1,Children's Toys (Shop at Most Often) [write-in],,,R,20,50,T,,
94,1,Shoes (Shop at Most Often) [write-in],,,R,20,50,A,,
95,1,"Electronics (TVs, DVDs, etc.) (Shop at Most Often) [write-in]",,,R,20,50,H,,
96,1,Sporting Goods/Exercise Equipment (Shop at Most Often) [write-in],,,R,20,50,H,,
97,1,Linens/Bedding/Draperies (Shop at Most Often) [write-in],,,R,20,50,H,,
98,1,Home Improvement/Hardware (Shop at Most Often) [write-in],,,R,20,50,H,,
99,1,Prescription Drugs (Shop at Most Often) [write-in],,,R,20,50,G,,
100,1,Groceries - 1st Choice (Shop at Most Often) [write-in],,,R,20,50,G,,
101,1,Groceries - 2nd Choice (Shop at Most Often) [write-in],,,R,20,50,G,,
102,1,Health & Beauty Aids - 1st Choice (Shop at Most Often) [write-in],,,R,20,50,G,,
103,1,Health & Beauty Aids - 2nd Choice (Shop at Most Often) [write-in],,,R,20,50,G,,
104,5,"Have you used the Buy Online, Pick Up In Store services at the store you shop most often for GROCERIES?",,"Yes, I regularly use this service^Yes, I occasionally use this service^Yes, I've tried this service once or just a few times^No, I have not used this service but I am considering it^No/Not applicable",S,,,,,
105,11,"How likely is it that you would recommend the Buy Online, Pick Up In Store services at this store to a friend or colleague?",,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S,,,,104,"1,2,3"
106,5,Have you used the Home Delivery services at the store you shop most often for GROCERIES?,,"Yes, I regularly use this service^Yes, I occasionally use this service^Yes, I've tried this service once or just a few times^No, I have not used this service but I am considering it^No/Not applicable",S,,,,,
107,11,How likely is it that you would recommend the  Home Delivery services at this store to a friend or colleague?,,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S,,,,106,"1,2,3"
108,4,In the past 30 days have you used any of the following when shopping for groceries?(Check all that apply),,"Buy Online, Pick Up In Store^Home delivery - one or two day^Home delivery - same day^None of the above",M,,,,,
109,1,Which retailer has the easiest to use home delivery service for groceries? [Write-in],,,R,20,50,G,108,"2,3"
110,10,Which of the following retailers have you shopped in the past 90 days? (Check all that apply),,Aldi^Amazon.com^Best Buy^JC Penney^Kohl's^Kroger^Macy's^Target^Walmart^None of the above,M,,,,,
