30,9,What are the reasons you are spending more on back-to school than you did last year? (Check all that apply),,"I am shopping for more people^I need more new items this year^In need of more big-ticket items such as a computer, phone, calculator or furnishings^There are more required items on my school/classroom lists^More items needed for school activities and sports^I don't expect the deals to be as good this year^Prices are higher this year^Other (please specify)^Other field",M
31,8,What are reasons you are spending less on back-to-school than you did last year? (Check all that apply),,I am shopping for fewer people^I am re-using more items rather than purchasing them brand new^There are fewer required items on my school/classroom lists^Fewer items needed for school activities and sports^I expect the deals to be better this year^I have less money to spend this year^Other (please specify)^Other field,M
32,14,Clothing and accessories (excluding shoes),,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
33,14,Shoes,,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
34,14,"School supplies, such as notebooks, folders, pencils, backpacks, and lunchboxes",,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
35,14,"Food items, such as snacks, beverages, etc.",,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
36,14,"Personal care items, such as skin care, hair care, oral care, makeup, OTC medicine, etc.",,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
37,14,"Electronics or computer-related equipment such as a home computer, laptop, cell phone, tablet or MP3 player",,$0^$1-$49^$50-$99^$100-$199^$200-$299^$300-$399^$400-$499^$500-$599^$600-$699^$700-$799^$800-$899^$900-$999^$1000-$1999^$2000+,S
38,14,Which of the following types of electronics or computer related equipment are you planning to purchase for back-to-school? (Check all that apply),,"Home/Desktop computer^Laptop^Tablet^Electronics accessories (e.g. mouse, flash drive, device charger)^Smartphone/Cell phone^Calculator^Printer^Speakers/Headphones^Smart watch/ Activity Tracker^Digital camera / Digital recorder^TV^Gaming system^Other (please specify)^Other field",M
39,8,Which of the following reasons explain why you don't plan on purchasing any electronics or related equipment for back-to-school? (Check all that apply),,Not in the budget this year^Bought earlier in the year specifically to avoid price increases due to tariffs^We don’t need anything new this year^We’re planning to continue using the electronics we already have^Not required by the school^Already provided by school^Other (please specify)^Other field,M
40,3,Are your kids allowed to have a mobile device or smart watch at school?,,Yes^No^Unsure,S
41,10,Where will you purchase back-to-school items this year? (Check all that apply),,Discount store^Department store^Clothing store^Electronics store^Local/Small Business^Online^Catalog^Office Supplies store^Drug Store^Thrift Stores/Resale Shops,M
42,7,Do you plan to take advantage of any of the following shipping services when shopping for back-to-school this year? (Check all that apply),,"Buy online, pick-up in store / Ship to store^Expedited shipping^Free shipping^Reserve online^Same-day delivery^Other (please specify)^Other field",M
43,5,When will you begin shopping for back-to-school merchandise?,,At least two months before school starts^Three weeks to one month before school starts^1-2 weeks before school starts^The week school starts^After school starts,S
44,10,Why do you begin shopping for back-to-school at least two months before school starts? (Check all that apply),,To spread out my shopping budget^Prices/promotions are too good to pass up^To avoid crowds^I don't want to miss out on desired items^Habit^I tend to shop for the school season year-round^To avoid the stress of last-minute shopping^Worried prices will go up later in the season due to tariffs^Other (please specify)^Other field,M
45,2,Do your children wear a school uniform?,,Yes^No,S
46,5,How many children in your household are teenagers (13-17 years of age)?,,0^1^2^3^4 or more,S
47,10,"If you have teenagers, how much of their own money do they plan to spend on back-to-school items?",,Children will not spend their own money^$1-$25^$26-50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301 or more^No teenagers,S
48,5,How many children in your household are pre-teens (6-12 years of age)?,,0^1^2^3^4 or more,S
49,10,"If you have pre-teens, how much of their own money do they plan to spend on back-to-school items?",,Children will not spend their own money^$1-$25^$26-50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301 or more^No pre-teens,S
50,5,How does your pre-teen get money to spend on back-to-school items? (Check all that apply),,"Earned through odd jobs (i.e., lemonade stand, chores, etc.)^Saved money from gifts (birthday, holiday, etc.)^Allowance^Other (please specify)^Other field",M
51,5,What percentage of back-to-school spending is a direct result of your child's influence?,,0%^25%^50%^75%^100%,S
52,6,"Which of the following back-to-school items would you consider buying “gently used,” “secondhand,” “refurbished” or at a thrift store? (Check all that apply)",,"Clothing and accessories (excluding Shoes)^Shoes^School supplies, such as notebooks, folders, pencils, backpacks, and lunchboxes^Electronics or computer-related equipment^Other^None of the above",M
53,1,"Other, please specify:",,,F
54,7,"What are the primary reasons you would consider buying back-to-school items “gently used,” “secondhand,” “refurbished” or at a thrift store? (Check all that apply)",,Save money^Be more sustainable^Greater value^Afford higher-end or luxury brands^Find one-of a kind items^Other^None of the above,M
55,1,"Other, please specify:",,,F
56,2,Do you have a child/dependent attending college this fall?,,Yes^No,S
57,2,Will you be attending college this fall?,,Yes^No,S
58,5,"If you will be attending college, which year will you begin?",,Freshman^Sophomore^Junior^Senior^Grad School/Law School/Med School/Other,S
59,4,What are your spending plans for the upcoming back-to-college shopping season?,,Plan to spend more than last year^Plan to spend the same as last year^Plan to spend less than last year^Did not shop for back-to-college last year,S
60,10,What are the reasons you are spending more on back-to-college than you did last year? (Check all that apply),,"I am shopping for more people^I need more new items this year^In need of more big-ticket items such as a computer, phone, calculator or furnishings^There are more required items on my school/classroom lists^More items needed for school activities and sports^I don't expect the deals to be as good this year^Prices are higher this year^I expect prices to be higher this year because of tariffs^Other (please specify)^Other field",M
61,8,What are reasons you are spending less on back-to-college than you did last year? (Check all that apply),,I am shopping for fewer people^I am re-using more items rather than purchasing them brand new^There are fewer required items on my school/classroom lists^Fewer items needed for school activities and sports^I expect the deals to be better this year^I have less money to spend this year^Other (please specify)^Other field,M
62,13,Clothing and accessories (excluding shoes),,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
63,13,Shoes,,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
64,13,"Collegiate Branded Gear or Supplies (apparel, bumper stickers, etc.)",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
65,13,"School supplies, such as notebooks, folders, pencils, and backpacks",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
66,13,"Food items, such as snacks, beverages, etc.",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
67,13,"Personal care items, such as skin care, hair care, oral care, makeup, OTC medicine, etc.",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
68,13,"Electronics or computer-related equipment such as a home computer, laptop, tablet, cell phone, digital camera or MP3 player",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
69,13,"Dorm or apartment furnishings like bedspreads, posters, answering machine, or microwave/fridge",,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
70,13,Gift Cards or Pre-Paid Cards,,$0^$1-$25^$26-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$500^$501-$750^$751-$1000^$1001-$2000^$2001 or more,S
71,14,Which of the following types of electronics or computer related equipment are you planning to purchase for back-to-college? (Check all that apply),,"Home/Desktop computer^Laptop^Tablet^Electronics accessories (e.g. mouse, flash drive, device charger)^Smartphone/Cell phone^Calculator^Printer^Speakers/Headphones^Smart watch/ Activity Tracker^Digital camera / Digital recorder^TV^Gaming system^Other (please specify)^Other field",M
72,8,Which of the following reasons explain why you don't plan on purchasing any electronics or related equipment for back-to-college? (Check all that apply),,Not in the budget this year^Bought earlier in the year specifically to avoid price increases due to tariffs^We don’t need anything new this year^We’re planning to continue using the electronics we already have^Not required by the school^Already provided by school^Other (please specify)^Other field,M
73,12,Where will you purchase back-to-college items this year? (Check all that apply),,Catalog^College Bookstore^Discount Store^Department Store^Drug Store^Home Furnishings or Home Décor Store^Office Supply Store^Local/Small Business^Online^Clothing Store^Electronics Store^Thrift Stores/Resale Shops,M
74,18,Where will you look for inspiration for back-to-college shopping this year? (Check all that apply),,Online search^Friends and family^Within a retail store^Television^Retailer apps^Email advertisements^Catalogs^Facebook^Instagram^Magazines^Direct mail^X (Formerly Twitter)^TikTok^Pinterest^Snapchat^Blogs^Other (please specify)^Other field,M
75,7,Do you plan to take advantage of any of the following shipping services when shopping for back-to-college this year? (Check all that apply),,"Buy online, pick-up in store / Ship to store^Expedited shipping^Free shipping^Reserve online^Same-day delivery^Other (please specify)^Other field",M
76,5,When will you begin shopping for back-to-college merchandise?,,At least two months before school starts^Three weeks to one month before school starts^1-2 weeks before school starts^The week school starts^After school starts,S
77,10,Why do you begin shopping for back-to-college at least two months before school starts? (Check all that apply),,To spread out my shopping budget^Prices/promotions are too good to pass up^To avoid crowds^I don't want to miss out on desired items^Habit^I tend to shop for the school season year-round^To avoid the stress of last-minute shopping^Worried prices will go up later in the season due to tariffs^Other (please specify)^Other field,M
78,6,Where will the college student be living this year?,,Dorm room or college housing^Fraternity or sorority house^Off campus apartment or housing^At home^Other (please specify)^Other field,S
79,8,"Which of the following back-to-college items would you consider buying “gently used,” “secondhand,” “refurbished” or at a thrift store? (Check all that apply)",,"Clothing and accessories (excluding Shoes)^Shoes^School supplies, such as notebooks, folders, pencils, and backpacks^Electronics or computer-related equipment^Textbooks^Dorm or apartment décor or furnishings^Other^None of the above",M
80,1,"Other, please specify:",,,F
81,7,"What are the primary reasons you would consider buying back-to-college items “gently used,” “secondhand,” “refurbished” or at a thrift store? (Check all that apply)",,Save money^Be more sustainable^Greater value^Afford higher-end or luxury brands^Find one-of a kind items^Other^None of the above,M
82,1,"Other, please specify:",,,F
83,4,"Apparel & Accessories (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
84,4,"Shoes (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
85,4,"Electronics (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
86,4,"Home Décor/Linens & Bedding (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
87,4,"Sporting Goods/Exercise Equipment (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
88,4,"Home Improvement/Lawn & Garden Supplies (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
89,4,"Children’s Toys (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
90,4,"Health & Beauty Aids (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
91,4,"Groceries (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
92,4,"Household Supplies (e.g. cleaning, laundry, paper products, etc.) (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
93,4,"Prescription Drugs/Refills (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
94,4,"Appliances (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
95,4,"Furniture (In the past 30 days, how have you shopped for the following products? (Check all that apply))",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M
96,6,"In the past 30 days, have you interacted with a bank/financial institution in any of the following ways? (Check all that apply)",,"In a physical location (bank, brokerage office, etc.)^At an ATM^Online site (via desktop/laptop)^Mobile app (via smartphone/tablet)^Mobile site (via smartphone/tablet)^Have not interacted with a bank/financial institution in the past 30 days",M
97,4,"In the past 30 days, have you done any of the following? (Check all that apply)",,"Fast Food Drive Thru^Carry Out/Pick Up at a Full Service Restaurant^Food delivered by a delivery service (e.g. Door Dash, Uber Eats, etc.)^Food delivered by the restaurant itself",M
98,2,"When buying clothes, familiar labels are important to me.",,Yes^No,S
99,3,Check the statement that best applies to your feelings about fashion: (Check only one),,Newest trends and styles are important to me^I prefer a traditional conservative look^Fashion is less important than value and comfort to me,S
100,3,Which one of the following best describes your shopping strategy for clothing? (Check only one),,Sales are not important to me when buying clothing^I usually buy clothing when it's on sale^I only buy clothing when it's on sale,S
101,5,How do you feel about the following statement? 'My philosophy of spending is 'Live for today because tomorrow is so uncertain.''�,,Strongly Agree^Agree^Uncertain^Disagree^Strongly Disagree,S
102,3,"When you buy gifts for others, How often to you buy brands for others that you don't buy yourself?",,Regularly^Occasionally^Never,S
103,19,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Armani^Balenciaga^Burberry^Calvin Klein^Canada Goose^Chanel^Coach^Dior^Gucci^Kate Spade^Louis Vuitton^Michael Kors^Prada^Ralph Lauren^Tommy Hilfiger^UGG^Versace^Other^None of the Above,M
104,1,"Other, please specify:",,,F
105,24,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Adidas^Athleta^Carter's^Crocs^Columbia Sportswear^Hanes^Lee Jeans^Levi’s Jeans^Lululemon^Merrell^Nike^Pink^Saucony^Skechers^Sperry^Steve Madden^Timberland^The North Face^Vans^Victoria’s Secret^Under Armour^Wrangler Jeans^Other^None of the Above,M
106,1,"Other, please specify:",,,F
107,1,Women's Clothing (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
108,1,Men's Clothing (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
109,1,Children's Clothing (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
110,1,Children's Toys (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
111,1,Shoes (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
112,34,What are the reasons why you buy your SHOES there? (Check all that apply),,"Price^Selection^Location^Quality^Service^Advertising^Brands available^Fashion ideas^Newest styles^Newest fabrics^In-store experience^Knowledgeable salespeople^Promotions (sales, coupons, etc.)^Store appearance^Store layout^Store credit card^Store loyalty card^Trustworthy retailer^Offers buy online, pick up in store service^Easy to navigate website/mobile site^Secure website/mobile site^Convenience of website/mobile site^No hassle return policy^Free delivery^One or two day delivery^Same day delivery^Safe environment^Environmentally responsible business^Ethical business practices^Socially responsible business^Recommended by a friend or relative^Easy to shop from my mobile device^Other (please specify)^Other field",M
113,11,How likely is it that you would recommend this store for SHOES to a friend or colleague?,,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
114,25,Approximately how many years have you shopped most often at this store for your SHOES?,,1 year^2 years^3 years^4 years^5 years^6 years^7 years^8 years^9 years^10 years^11 years^12 years^13 years^14 years^15 years^16 years^17 years^18 years^19 years^20 years^21 years^22 years^23 years^24 years^25 or more years,S
115,1,What store did you previously shop at most often for SHOES? [write-in]:,,,F
116,32,What were the reasons for switching SHOE stores? (Check all that apply),,"Brands not available^Decline of store appearance^Did not have newest fashions^Difficult to park^High prices^Inconvenient location^In-store experience^Long lines for checkout and/or dressing rooms^No promotions (sales, coupons, etc.)^Poor customer service^Poor quality^Poor selection^Return policy^Right sizes never available^Salespeople not knowledgeable^Saw advertising for a competitor^No store credit card^No store loyalty card^Retailer not trustworthy^No buy online, pick up in store service^Poor website/mobile site^No free delivery^No one or two day delivery^No same day delivery^Not a safe environment^Not a environmentally responsible business^Unethical business practices^Not a socially responsible business^Not recommended by a friend or relative^Not easy to shop from my mobile device^Other (please specify)^Other field",M
117,3,"When shopping at this store, how often are you unable to find the specific product you went there to purchase?",,Regulary^Occasionally^Never,S
118,7,What do you do when you can’t find the product? (Check all that apply):,,Go to another location of the same retailer^Go to another retail store^Buy it online^Ask a store employee^Ask a store manager^Other (please specify)^Other field,M
119,1,Please fill in the name of the store you shop at SECOND MOST OFTEN for SHOES:,,,F
120,48,Have you shopped for SHOES at any of the following stores or websites in the last 90 days? (Check all that apply),,6pm.com^Academy^Adidas^Amazon.com^Bealls^Belk^Big 5 Sporting Goods^Burlington^Clarks^Dick's Sporting Goods^Dillard's^DSW^eBay.com^Famous Footwear^Finish Line^Foot Locker^Goodwill^JC Penney^Journeys^Kmart^Kohl's^Macy's^Marshalls^Meijer^New Balance^Nike^Nordstrom^Nordstrom Rack^Payless^Rack Room^Ross^SAS Shoes^Sears^SHEIN^Shoe Carnival^ShoeDazzle^Shoe Dept.^Shoes.com^Shoe Show^Skechers^Target^Temu^TJ Maxx^Vans^Walmart^Zappos.com^Other^Have not shopped for SHOES in the last 90 days,M
121,1,"Other, please specify:",,,F
122,9,"In an AVERAGE MONTH, approximately how much do you spend on SHOES?",,$0^$1 - $10^$11 -$25^$26 - $50^$51 - $75^$76 - $100^$101 - $200^$201 - $300^$301 or more,S
123,7,Approximately what percentage of your SHOE purchases do you make ONLINE?,,0% - Do not make these purchases online^1% to 10%^11% to 25%^26% to 50%^51% to 75%^76% to 99%^100%,S
124,1,Where do you buy your SHOE purchases ONLINE most often? [write-in],,,F
125,1,"Electronics (TVs, DVDs, etc.) (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:)",,,F
126,1,Sporting Goods/Exercise Equipment (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
127,1,Linens/Bedding/Draperies (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
128,1,Home Improvement/Hardware (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
129,1,Prescription Drugs (Please fill in the name of the store or website you shop at MOST OFTEN for each of the following:),,,F
130,1,1st Choice:,,,F
131,1,2nd Choice:,,,F
132,1,1st Choice:,,,F
133,1,2nd Choice:,,,F
134,5,"Have you used the Buy Online, Pick Up In Store services at the store you shop most often for GROCERIES?",,"Yes, I regularly use this service^Yes, I occasionally use this service^Yes, I've tried this service once or just a few times^No, I have not used this service but I am considering it^No/Not applicable",S
135,11,"How likely is it that you would recommend the Buy Online, Pick Up In Store services at this store to a friend or colleague?",,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
136,5,Have you used the Home Delivery services at the store you shop most often for GROCERIES?,,"Yes, I regularly use this service^Yes, I occasionally use this service^Yes, I've tried this service once or just a few times^No, I have not used this service but I am considering it^No/Not applicable",S
137,11,How likely is it that you would recommend the  Home Delivery services at this store to a friend or colleague?,,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
138,4,In the past 30 days have you used any of the following when shopping for groceries?(Check all that apply),,"Buy Online, Pick Up In Store^Home delivery - one or two day^Home delivery - same day^None of the above",M
139,1,Which retailer has the easiest to use home delivery service for groceries? [Write-in],,,F
140,10,Which of the following retailers have you shopped in the past 90 days? (Check all that apply),,Aldi^Amazon.com^Best Buy^JC Penney^Kohl’s^Kroger^Macy’s^Target^Walmart^None of the above,M
141,11,Aldi (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
142,11,Amazon.com (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
143,11,Best Buy (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
144,11,JC Penney (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
145,11,Kohl’s (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
146,11,Kroger (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
147,11,Macy’s (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
148,11,Target (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
149,11,Walmart (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
150,11,None of the above (How likely is it that you would recommend the following retailer(s) to a friend or colleague?),,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S
151,2,Do you have an Amazon Prime membership?,,Yes^No,S
152,3,Which Amazon Prime subscription do you currently have?,,Monthly Prime Video subscription^Monthly Prime subscription^Annual Prime subscription,S
153,4,How long have you had your Amazon Prime Membership?,,Less than a year^1 year^2 years^3 or more years,S
