4,2,What is your gender?,,Male^Female,X,,,,,
145,20,"In the last 90 days, have you purchased any of the following using your Amazon Prime membership? (Check all that apply)",,"Apparel & Accessories^Appliances^Automotive Parts & Accessories^Beauty Products^CDs/DVDs/Videos/Books^Children's Products (i.e. apparel, toys, school supplies, etc.)^Electronics (e.g. TV, computer, mobile device, etc.)^Furniture & Decorative Home Furnishings^Groceries^Health & Wellness Products^Home Improvement & Hardware Supplies^Household Cleaning Products^Laundry Products^Lawn & Garden Supplies^Linens/Bedding/Draperies^Pet Supplies^Shoes^Sporting Goods^Other^None of the above",M,,,,142,1
146,1,"Other, please specify:",,,F,,,,145,19
147,2,Do other family members or friends use your Amazon Prime membership to buy products?,,Yes^No,S,,,,142,1
148,5,How many use it?,,1^2^3^4^5 or more,S,,,,147,1
149,3,Are you planning on renewing your Amazon Prime Membership?,,Yes^No^Unsure,S,,,,142,1
150,4,Are you considering purchasing an Amazon Prime membershipÖ,,In the next 3 months^In the next 3-6 months^In the next 6-12 months^Not planning to purchase an Amazon Prime membership,S,,,,142,2
151,3,What Amazon Prime subscription(s) are you considering purchasing? (Check all that apply),,Monthly Prime Video subscription^Monthly Prime subscription^Annual Prime subscription,M,,,,150,"1,2,3"
152,2,Do you use a family member or friend's Amazon Prime membership to buy products?,,Yes^No,S,,,,142,2
153,2,Do you have a Walmart Plus (Walmart+) Membership?,,Yes^No,S,,,,,
154,4,How long have you had your Walmart Plus (Walmart+) Membership?,,Less than a year^1 year^2 years^3 or more years,S,,,,153,1
155,20,"In the last 90 days, have you purchased any of the following using your Walmart Plus (Walmart+) membership? (Check all that apply)",,"Apparel & Accessories^Appliances^Automotive Parts & Accessories^Beauty Products^CDs/DVDs/Videos/Books^Children's Products (i.e. apparel, toys, school supplies, etc.)^Electronics (e.g. TV, computer, mobile device, etc.)^Furniture & Decorative Home Furnishings^Groceries^Health & Wellness Products^Home Improvement & Hardware Supplies^Household Cleaning Products^Laundry Products^Lawn & Garden Supplies^Linens/Bedding/Draperies^Pet Supplies^Shoes^Sporting Goods^Other^None of the above",M,,,,153,1
156,1,"Other, please specify:",,,F,,,,,
157,2,Do other family members or friends use your Walmart Plus (Walmart+) membership to buy products?,,Yes^No,S,,,,153,1
158,5,How many use it?,,1^2^3^4^5 or more,S,,,,157,1
159,4,Are you considering purchasing a Walmart Plus (Walmart+) membershipÖ,,In the next 3 months^In the next 3-6 months^In the next 6-12 months^Not planning to purchase a Walmart Plus (Walmart+) membership,S,,,,153,2
160,2,Do you use a family member or friend's Walmart Plus (Walmart+) membership to buy products?,,Yes^No,S,,,,153,2
161,2,Would you be willing to subscribe to both Walmart Plus (Walmart+) and Amazon Prime?,,Yes^No,S,,,,,
383,6,Which card do you use MOST OFTEN for PERSONAL EXPENDITURES? (Choose only one),,American Express^Discover Card^Master Card^Visa^Store Credit Card^I don't have a Credit Card,S,,,,,
6,78,What year were you born?,,1935 or before^1936^1937^1938^1939^1940^1941^1942^1943^1944^1945^1946^1947^1948^1949^1950^1951^1952^1953^1954^1955^1956^1957^1958^1959^1960^1961^1962^1963^1964^1965^1966^1967^1968^1969^1970^1971^1972^1973^1974^1975^1976^1977^1978^1979^1980^1981^1982^1983^1984^1985^1986^1987^1988^1989^1990^1991^1992^1993^1994^1995^1996^1997^1998^1999^2000^2001^2002^2003^2004^2005^2006^2007^2008^2009^2010^2011^2012,S,,,,,
419,5,Generation,,Gen-Z^Millennials^Gen-X^Boomers^Seniors,S,,,,,
7,7,What percentage of your holiday shopping did you do online?,,None (0%)^1% to 10%^11% to 25%^26% to 50%^51% to 75%^76% to 99%^100%,S,,,,,
8,10,What percentage of your online holiday orders did you end up returning without keeping for yourself or giving as gifts?,,0%^1% to 2%^3% to 5%^6% to 10%^11% to 15%^16% to 20%^21% to 25%^26% to 50%^51% to 75%^76% to 100%,S,,,,7,"2,3,4,5,6,7"
9,6,"Regarding your online holiday orders, please rate your level of satisfaction with the following shipping providers on a scale of 1 ('Very Dissatisfied') to 5 ('Very Satisfied'): U.S. Postal Service ",,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied^Did not use,S,AVG,1^2^3^4^5^N,,7,"2,3,4,5,6,7"
10,6,Federal Express,,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied^Did not use,S,AVG,1^2^3^4^5^N,,7,"2,3,4,5,6,7"
11,6,UPS,,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied^Did not use,S,AVG,1^2^3^4^5^N,,7,"2,3,4,5,6,7"
12,6,Amazon Delivery,,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied^Did not use,S,AVG,1^2^3^4^5^N,,7,"2,3,4,5,6,7"
13,11,How many gift cards did you receive this recent holiday season?,,None^1^2^3^4^5^6^7^8^9^10 or more,S,,,,,
14,7,How much of the total gift card(s) value have you redeemed thus far?,,None (0%)^1% to 10%^11% to 25%^26% to 50%^51% to 75%^76% to 99%^100%,S,,,,13,"2,3,4,5,6,7,8,9,10,11"
15,2,"When redeeming the gift card(s), did you find yourself spending additional dollars beyond the value of the gift card(s) to purchase an item(s)?",,Yes^No,S,,,,14,"2,3,4,5,6,7"
16,3,Did you/do you plan to return any gifts you received during the recent holiday season?,,"Yes, I've already begun returning gifts^Yes, I plan to return gifts, but haven't done so yet^No",S,,,,,
17,4,Where have you returned holiday gifts so far?,,Within a physical retail store^Online^Through a catalog^Other (please specify),M,,,,16,1
18,5,"Regarding the holiday returns you made in physical retail store(s), please rate your level of satisfaction with your return experience on a scale of 1 (""Very Dissatisfied"") to 5 (""Very Satisfied""):",,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied,S,AVG,1^2^3^4^5,,17,1
19,5,"Regarding the holiday returns you made online, please rate your level of satisfaction with your return experience on a scale of 1 (""Very Dissatisfied"") to 5 (""Very Satisfied""):",,1 - Very Dissatisfied^2 - Dissatisfied^3 - Neither Satisfied or Dissatisfied^4 - Satisfied^5 - Very Satisfied,S,AVG,1^2^3^4^5,,17,2
20,2,"Did you use ""Buy Online, Pick-up In Store or Curbside Pickup"" services when shopping for the holiday season this year?",,Yes^No,S,,,,,
21,1,"Where did you use""Buy Online, Pick-up In Store or Curbside Pickup"" services this holiday season? (If you used this service at multiple retailers, please name the retailer you most recently used.)",,,R,20,50,,20,1
22,5,"Please rate your ""Buy Online, Pick-up In Store or Curbside Pickup"" shopping experience with that retailer:",,5 - Excellent^4 - Very Good^3 - Good^2 - Fair^1 - Poor,S,AVG,5^4^3^2^1,,20,1
23,2,"Did you use ""Buy Now, Pay Later"" services when shopping for the holiday season this year?",,Yes^No,S,,,,,
24,5,"Were prices on the gifts and other winter holiday items you purchased this season higher, the same or lower compared to last year?",,"Yes, much higher^Yes, somewhat higher^The same^No, somewhat lower^No, much lower",S,,,,,
25,6,To what do you attribute higher prices on gifts and other winter holiday items this season?,,"Companies unfairly raising prices just because they can^Companies raising prices because their costs for rent, labor and the supply chain have gone up^Low inventory^Tariffs on goods imported to the U.S. from other countries^Other^Don't know",M,,,,24,"1,2"
26,1,"Other, please specify:",,,F,,,,25,5
27,12,For which types of gifts and other winter holiday items did you see higher prices? (Check all that apply),,"Clothing or clothing accessories^Consumer electronics or computer-related accessories^Toys^Jewelry or precious metal accessories^Home improvement items or tools^Home dÈcor or home-related furnishings^Books, music, movies, video games or other media^Sporting goods or leisure items^Personal care or beauty items^Holiday decorations^Gift cards / gift certificates^Other (please specify)",M,,,,24,"1,2"
28,5,Were promotions more or less important to you this holiday season compared to last?,,Much more important^Somewhat more important^About the same^Somewhat less important^Much less important,S,,,,,
29,4,Did all of your gifts that you purchased online arrive in time for the holidays this year?,,"Yes, they arrived when I expected them to^Yes, but they arrived later than they expected to^No, they did not arrive in time^Did not order any gifts online",S,,,,,
30,4,What did you do when gifts ordered online did not arrive in time for the holidays?,,Shopped in person to purchase another gift before the holiday^Gave the recipient a gift after the holidays^Gave a gift card or cash instead^Other (please specify),S,,,,29,3
31,6,"When you watch the Super Bowl, what is the most important part for you? (Choose only one)",,The Game^The Half Time Show^The Commercials^Getting together with friends^Fun food that is prepared for the game^I don't watch the Super Bowl,S,,,,,
32,5,What would convince you to watch the Super Bowl?,,If a friend invited me to a viewing party^If my favorite team was playing^If I got excited for the halftime show^Other^Nothing would change my mind about watching the Super Bowl,S,,,,31,6
33,1,"Other, please specify:",,,F,,,,32,4
34,4,Do you plan to throw or attend a Super Bowl party?,,"Yes, plan to throw a party^Yes, plan to attend a party^Plan to watch at a bar/restaurant^No",S,,,,31,"1,2,3,4,5"
35,5,Do you plan to purchase any of the following for Super Bowl Sunday? (Check all that apply),,"Food/Beverages^Television^Furniture (including entertainment centers)^Team apparel or accessories (hats, coats, etc.)^Decorations",M,,,,31,"1,2,3,4,5"
36,15,How much do you plan on spending?,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,31,"1,2,3,4,5"
37,8,What are your opinions about Super Bowl TV commercials? (Check all that apply),,Advertisers should save their money and pass the savings on to us^I look at them as entertainment^They bother me^They influence me to buy products from the advertisers^They influence me to search online for more information^They make me aware of advertiser brands^They make the game last too long^Other (please specify),M,,,,31,"1,2,3,4,5"
38,2,Do you plan to celebrate Valentine's Day this year?,,Yes^No,S,,,,,
39,5,"Although you indicated that you will not celebrate Valentine's Day, do you plan to do any of the following to mark the occasion this year? (Check all that apply)",,"Purchase ìantiî Valentineís Day gifts^Treat yourself to something special (i.e. jewelry, spa service, apparel, etc.)^Plan a get-together or evening out with friends/family members^Other^None of the above",M,,,,38,2
40,1,"Other, please specify:",,,F,,,,39,4
41,5,How will you celebrate Valentine's Day? (Check all that apply),,"Treat yourself to something special (i.e. jewelry, spa service, apparel, etc.)^Plan a get-together or evening out with friends/family members^Spend time with and/or exchange gifts with a significant other^Other^None of the above",M,,,,38,1
42,1,"Other, please specify:",,,F,,,,41,4
43,5,Why do you celebrate Valentine's Day? (Check all that apply),,It's a fun thing to do with friends and family^Valentine's Day is one of my favorite holidays^It's important to my significant other / partner^It's expected of me^Other (please specify),M,,,,38,1
44,5,When do you start planning your Valentine's Day celebration plans?,,December or earlier^January^The first week of February / the week before Valentine‚Äôs Day^The week of Valentine's Day^On Valentine's Day,S,,,,38,1
45,3,"Regarding Valentine's Day, do you intend on spending more, the same or less than you did last year?",,More^Same^Less,S,,,,38,1
46,15,How much money do you plan to spend on Valentine's Day gifts for: Significant other/Spouse,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
47,15,"Other family members (children, parents, etc.)",,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
48,15,Friends,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
49,15,Children's classmates/teachers,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
50,15,Co-workers,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
51,15,Pets,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
52,15,Other,,$0^$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,38,1
53,10,Where will you purchase Valentine's Day gifts this year? (Check all that apply),,"Discount Store^Department Store^Specialty Clothing Store^Specialty Store (Greeting Card/Gift Store, Electronics Store)^Local/Small Business^Florist^Jewelry Store^Online^Catalog^Other (please specify)",M,,,,38,1
54,18,Where will you look for inspiration for Valentine's Day gifts this year? (Check all that apply),,"Online search^Friends and family^Within a retail store^Instagram^Facebook^Retailer apps^Television^Email advertisements^TikTok^Pinterest^Catalogs^Magazines^X (Formerly Twitter)^Direct mail^Snapchat^Blogs^AI tools (ChatGPT, Copilot, Gemini, Perplexity AI, etc.)^Other (please specify)",M,,,,38,1
55,4,How likely are you to use AI when shopping for Valentine's Day?,,Very likely^Somewhat likely^Not very likely^Not likely at all,S,,,,38,1
56,9,Which of the following would you consider using AI tools for while shopping for Valentine's Day? (Check all that apply),,Researching products^Looking for reviews^Searching for deals^DÈcor inspiration^Gift inspiration^Date/plans inspiration^Outfit inspiration^Other^I would not consider using AI tools while shopping for Valentine's Day,M,,,,38,1
57,1,"Other, please specify:",,,F,,,,56,7
58,8,Which gifts do you plan to give on Valentine's Day? (Check all that apply),,Candy^Flowers^Jewelry^Greeting cards^An evening out^Clothing^Gift card/gift certificate^Other,M,,,,38,1
59,14,How much do you plan to spend on Valentine's Day gifts for: Candy,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,1
60,14,Flowers,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,2
61,14,Jewelry,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,3
62,14,Greeting cards,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,4
63,14,An evening out,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,5
64,14,Clothing,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,6
65,14,Gift card/gift certificate,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,7
66,14,Other,,$1-$10^$11-$20^$21-$30^$31-$50^$51-$75^$76-$100^$101-$150^$151-$200^$201-$300^$301-$400^$401-$500^$501-$1000^$1001-$2000^$2001 or more,S,,,,58,8
67,3,"Regarding ""gifts of experience"" (e.g. tickets to a concert or sporting event, hot air balloon ride, gym membership, spa service, art/learning classes, etc.), do either of the following apply to you this Valentine s Day? (Check all that apply)",,"I'm planning to give a ""gift of experience""^I would love to receive a ""gift of experience""^None of the above",M,,,,38,1
68,5,How likely do you think it is that prices on Valentine's Day items will be higher compared to last year?,,Very likely^Somewhat likely^Unsure^Not very likely^Not likely at all,S,,,,38,1
69,5,For which items do you expect to see higher prices?  (Check all that apply),,Candy^Flowers^Greeting cards^Clothing^Other (please specify),M,,,,68,"1,2"
70,8,"As a result of higher prices, do you plan to do any of the following? (Check all that apply)",,"Buying gifts for fewer people^Cutting back in other areas^Not buying gifts^Prepare a meal at home instead of going out to eat^Reuse last year's decorations^Take advantage of sales and promotions^Use apparel I already own instead of opting for something new^Using Buy Now, Pay Later",M,,,,68,"1,2"
71,3,Are you expecting to spend more specifically because of higher prices due to tariffs?,,Yes^No^Unsure,S,,,,38,1
72,7,What types of Valentine's Day decor do you decorate with? (Check all that apply),,"Flowers^Indoor dÈcor (i.e., garland, hanging dÈcor, balloons)^Outdoor / lawn dÈcor (i.e., inflatables, figurines)^Lights and candles (i.e., string lights, votive or taper candles)^Themed homeware (i.e., towels, plates, pillows)^Other^I do not decorate for Valentine's Day",M,,,,38,1
73,1,"Other, please specify:",,,F,,,,72,6
74,4,"In the past 30 days, how have you shopped for the following products? (Check all that apply) Apparel & Accessories",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
75,4,Shoes,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
76,4,Electronics,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
77,4,Home DÈcor/Linens & Bedding,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
78,4,Sporting Goods/Exercise Equipment,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
79,4,Home Improvement/Lawn & Garden Supplies,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
80,4,Children's Toys,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
81,4,Health & Beauty Aids,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
82,4,Groceries,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
83,4,"Household Supplies (e.g. cleaning, laundry, paper products, etc.)",,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
84,4,Prescription Drugs/Refills,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
85,4,Appliances,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
86,4,Furniture,,In a physical store^Online site (via desktop/laptop)^Mobile site (via smartphone/tablet)^Have not shopped in past 30 days,M,,,,,
87,6,"In the past 30 days, have you interacted with a bank/financial institution in any of the following ways? (Check all that apply)",,"In a physical location (bank, brokerage office, etc.)^At an ATM^Online site (via desktop/laptop)^Mobile app (via smartphone/tablet)^Mobile site (via smartphone/tablet)^Have not interacted with a bank/financial institution in the past 30 days",M,,,,,
88,4,"In the past 30 days, have you done any of the following? (Check all that apply)",,"Fast Food Drive Thru^Carry Out/Pick Up at a Full Service Restaurant^Food delivered by a delivery service (e.g. Door Dash, Uber Eats, etc.)^Food delivered by the restaurant itself",M,,,,,
89,2,"When buying clothes, familiar labels are important to me.",,Yes^No,S,,,,,
90,3,Check the statement that best applies to your feelings about fashion: (Check only one),,Newest trends and styles are important to me^I prefer a traditional conservative look^Fashion is less important than value and comfort to me,S,,,,,
91,3,Which one of the following best describes your shopping strategy for clothing? (Check only one),,Sales are not important to me when buying clothing^I usually buy clothing when it's on sale^I only buy clothing when it's on sale,S,,,,,
92,5,"How do you feel about the following statement? ""My philosophy of spending is 'Live for today because tomorrow is so uncertain.'""",,Strongly Agree^Agree^Uncertain^Disagree^Strongly Disagree,S,,,,,
93,3,"When you buy gifts for others, How often to you buy brands for others that you don't buy yourself?",,Regularly^Occasionally^Never,S,,,,,
94,19,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Armani^Balenciaga^Burberry^Calvin Klein^Canada Goose^Chanel^Coach^Dior^Gucci^Kate Spade^Louis Vuitton^Michael Kors^Prada^Ralph Lauren^Tommy Hilfiger^UGG^Versace^Other^None of the Above,M,,,,,
95,1,"Other, please specify:",,,F,,,,94,18
96,24,Have you purchased any of the following brands over the last 6 months? (Check all that apply),,Adidas^Athleta^Carter's^Crocs^Columbia Sportswear^Hanes^Lee Jeans^Levi's Jeans^Lululemon^Merrell^Nike^Pink^Saucony^Skechers^Sperry^Steve Madden^Timberland^The North Face^Vans^Victoria's Secret^Under Armour^Wrangler Jeans^Other^None of the Above,M,,,,,
97,1,"Other, please specify:",,,F,,,,96,23
98,1,Women's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
99,1,Men's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
100,1,Children's Clothing (Shop at Most Often) [write-in],,,R,20,50,A,,
101,1,Children's Toys (Shop at Most Often) [write-in],,,R,20,50,T,,
102,1,Shoes (Shop at Most Often) [write-in],,,R,20,50,A,,
103,1,"Electronics (TVs, DVDs, etc.) (Shop at Most Often) [write-in]",,,R,20,50,H,,
104,1,Sporting Goods/Exercise Equipment (Shop at Most Often) [write-in],,,R,20,50,H,,
105,1,Linens/Bedding/Draperies (Shop at Most Often) [write-in],,,R,20,50,H,,
106,1,Home Improvement/Hardware (Shop at Most Often) [write-in],,,R,20,50,H,,
107,1,Prescription Drugs (Shop at Most Often) [write-in],,,R,20,50,G,,
108,28,What are the reasons why you buy your Prescription Drugs there? (Check all that apply),,Price^Location^Advertising^Drive thru service^$4 Generic drug programs^Frequent shopper card^Home delivery^In-Pharmacy clinic^Matched competitor pricing^My insurance covers prescriptions for the store^Open 24 hours^Pharmacist provides valuable information^Prescriptions can be phoned in^Prescriptions can be ordered in bulk^Prescriptions can be ordered online^The store is Medicare compliant^Trustworthy retailer^In-store experience^Free delivery^One or two day delivery^Same day delivery^Safe environment^Environmentally responsible business^Ethical business practices^Socially responsible business^Recommended by a friend or relative^Easy to shop from my mobile device^Other (please specify),M,,,,,
109,11,How likely is it that you would recommend this store for Prescription Drugs to a friend or colleague?,,0 - Not At All Likely^1^2^3^4^5^6^7^8^9^10 - Extremely Likely,S,,,,,
110,25,Approximately how many years have you shopped most often at this store for your Prescription Drugs?,,1 year^2 years^3 years^4 years^5 years^6 years^7 years^8 years^9 years^10 years^11 years^12 years^13 years^14 years^15 years^16 years^17 years^18 years^19 years^20 years^21 years^22 years^23 years^24 years^25 or more years,S,,,,,
111,1,What store did you previously shop at most often for Prescription Drugs? [write-in],,,R,20,50,G,110,1
112,25,What were the reasons for switching stores? (Check all that apply),,Decline of store appearance^Didn't accept my health insurance^Didn't offer $4 generic drug program^Difficult to park^High prices^Inconvenient hours^Inconvenient location^No home delivery^No in-pharmacy clinic^Pharmacist not helpful^Poor customer service^Saw advertising for a competitor^Store not Medicare compliant^Retailer not trustworthy^In-store experience^No Free delivery^No one or two day delivery^No same day delivery^Not a safe environment^Not a environmentally responsible business^Unethical business practices^Not a socially responsible business^Not recommended by a friend or relative^Not easy to shop from my mobile device^Other (please specify),M,,,,110,1
113,3,"When shopping at this store, how often are you unable to find the specific product you went there to purchase?",,Regulary^Occasionally^Never,S,,,,,
114,6,What do you do when you can't find the product? (Check all that apply):,,Go to another location of the same retailer^Go to another retail store^Buy it online^Ask a store employee^Ask a store manager^Other (please specify),M,,,,113,"1,2"
115,1,Please fill in the name of the store you shop at second most often for  Prescription Drugs: [write-in],,,R,20,50,G,,
